listing_id,sale_price,gr_liv_area,total_bsmt_sf,lot_area,bedroom_abv_gr,full_bath,half_bath,kitchen_abv_gr,overall_qual,overall_cond,year_built,year_remod_add,exter_qual,kitchen_qual,central_air,garage_cars,garage_area,fireplace_qu,bldg_type,house_style,neighborhood,overall,ms_zoning,foundation,baths_total,age,remod_age
1252,140000,1558,913,10930,3,1,1,1,Average,Above_Average,1945,1950,Typical,Typical,Y,1,288,Typical,OneFam,One_and_Half_Fin,North_Ames,Average,Residential_Low_Density,CBlock,1.5,65,60
1253,86900,672,672,5400,2,1,0,1,Below_Average,Good,1940,2005,Good,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Below_Average,Residential_Low_Density,PConc,1,70,5
1254,139000,1436,892,10836,3,1,0,1,Average,Average,1922,1950,Typical,Typical,Y,4,1488,Good,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Low_Density,BrkTil,1,88,60
1255,106250,1294,0,10800,3,2,0,2,Below_Average,Good,1900,2000,Typical,Typical,N,0,0,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Below_Average,Residential_Low_Density,BrkTil,2,110,10
1256,171000,1716,858,9247,4,1,1,1,Above_Average,Above_Average,1962,1962,Typical,Typical,Y,2,490,Good,OneFam,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,48,48
1257,139000,1044,912,10180,3,1,1,1,Average,Above_Average,1968,1968,Typical,Typical,Y,2,372,Fair,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1.5,42,42
1258,186000,1312,1312,11355,3,1,1,1,Good,Good,1958,2001,Typical,Typical,Y,2,495,Good,OneFam,One_Story,North_Ames,Good,Residential_Low_Density,CBlock,1.5,52,9
1259,157000,1253,1253,10920,2,1,1,1,Above_Average,Average,1960,1960,Typical,Typical,Y,1,352,Fair,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,50,50
1260,148000,1081,1081,12929,3,1,0,1,Above_Average,Above_Average,1960,1993,Typical,Typical,Y,1,401,No_Fireplace,OneFam,One_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,50,17
1261,242000,2069,585,27650,4,2,0,1,Good,Good,1960,2007,Typical,Good,Y,2,505,Good,OneFam,One_Story,North_Ames,Good,Residential_Low_Density,CBlock,2,50,3
1262,116000,910,105,8892,3,1,0,1,Average,Good,1953,1996,Good,Good,Y,2,414,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,Stone,1,57,14
1263,94000,876,876,7200,2,1,0,1,Average,Good,1951,1951,Typical,Typical,Y,2,576,Typical,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,59,59
1264,98300,1048,0,7200,3,1,0,1,Average,Average,1950,1950,Typical,Typical,Y,2,420,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,60,60
1265,127000,1507,1075,7910,4,2,0,1,Average,Average,1960,1960,Typical,Typical,Y,1,404,No_Fireplace,OneFam,SLvl,North_Ames,Average,Residential_Low_Density,CBlock,2,50,50
1266,159000,1256,1256,8000,3,1,1,1,Average,Above_Average,1959,1959,Typical,Good,Y,1,311,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,PConc,1.5,51,51
1267,125900,1027,1027,8000,3,1,0,1,Average,Average,1962,1962,Typical,Typical,Y,1,299,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,48,48
1268,155000,1269,1269,7931,3,1,1,1,Average,Above_Average,1960,1960,Typical,Typical,Y,1,308,Fair,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1.5,50,50
1269,138000,1320,768,8064,3,2,0,1,Above_Average,Above_Average,1948,1950,Typical,Typical,Y,2,576,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,2,62,60
1270,112500,984,936,6390,2,1,0,1,Above_Average,Good,1954,1954,Typical,Typical,Y,1,280,No_Fireplace,OneFam,One_and_Half_Unf,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,56,56
1271,105500,832,832,7227,2,1,0,1,Above_Average,Above_Average,1954,1954,Typical,Good,Y,2,528,No_Fireplace,OneFam,One_and_Half_Unf,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,56,56
1272,127500,1278,854,7200,4,1,0,1,Above_Average,Average,1954,1954,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Above_Average,Residential_Low_Density,CBlock,1,56,56
1273,130000,1800,1800,8513,6,2,0,2,Average,Average,1961,1961,Typical,Typical,N,0,0,No_Fireplace,Duplex,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,2,49,49
1274,150000,1588,768,7200,3,1,1,1,Average,Above_Average,1955,1967,Typical,Typical,Y,2,480,No_Fireplace,OneFam,One_and_Half_Fin,North_Ames,Average,Residential_Low_Density,CBlock,1.5,55,43
1275,109500,825,825,7200,2,1,0,1,Average,Good,1954,1954,Typical,Typical,Y,1,350,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,56,56
1276,140000,1796,780,7056,4,1,1,1,Above_Average,Average,1963,1963,Typical,Typical,Y,2,483,Typical,OneFam,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,47,47
1277,167900,1611,780,9760,4,1,1,1,Above_Average,Above_Average,1964,1964,Typical,Typical,Y,2,442,No_Fireplace,OneFam,Two_Story,North_Ames,Above_Average,Residential_Low_Density,CBlock,1.5,46,46
1278,136870,1117,1117,7590,3,1,0,1,Average,Average,1963,1963,Typical,Typical,Y,1,264,No_Fireplace,OneFam,One_Story,North_Ames,Average,Residential_Low_Density,CBlock,1,47,47
1279,143000,1133,192,9836,3,1,0,1,Above_Average,Average,2008,2008,Typical,Typical,N,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Above_Average,Residential_Medium_Density,PConc,1,2,2
1280,73000,764,680,5232,2,1,0,1,Average,Average,1925,2004,Typical,Typical,N,2,504,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,85,6
1281,157500,1539,650,10440,3,2,0,1,Average,Very_Good,1904,2002,Typical,Good,Y,2,686,Poor,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,PConc,2,106,8
1282,122600,1323,780,9184,3,1,0,1,Average,Good,1948,2005,Typical,Typical,Y,2,400,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,62,5
1283,111000,1360,680,4800,2,1,0,1,Average,Average,1910,2003,Typical,Typical,N,1,330,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,100,7
1284,256000,2792,1510,10440,5,2,0,1,Above_Average,Good,1920,1950,Good,Typical,Y,2,520,Typical,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,2,90,60
1285,64000,672,672,4800,2,1,0,1,Average,Below_Average,1940,1950,Typical,Typical,Y,1,256,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,70,60
1286,139500,1456,728,6000,4,1,1,1,Above_Average,Good,1915,2005,Good,Good,Y,1,308,No_Fireplace,OneFam,Two_and_Half_Unf,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1.5,95,5
1287,118000,1594,828,11426,3,2,0,2,Below_Average,Above_Average,1910,1996,Typical,Typical,Y,0,0,No_Fireplace,TwoFmCon,One_and_Half_Fin,Old_Town,Below_Average,Residential_Medium_Density,Stone,2,100,14
1288,200000,2082,1362,11426,3,2,1,1,Good,Average,2003,2003,Typical,Good,Y,2,484,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Good,Residential_Medium_Density,PConc,2.5,7,7
1289,119164,1656,801,7628,2,2,0,1,Below_Average,Above_Average,1940,1985,Typical,Typical,Y,2,440,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Below_Average,Residential_Medium_Density,BrkTil,2,70,25
1290,122250,1740,936,7308,2,1,0,1,Average,Average,1920,1950,Fair,Excellent,N,1,225,Good,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,90,60
1291,120000,1027,931,5400,2,1,0,1,Good,Above_Average,1920,2006,Good,Good,Y,0,0,Typical,OneFam,One_Story,Old_Town,Good,Residential_Medium_Density,CBlock,1,90,4
1292,155000,1436,884,10800,3,2,0,2,Above_Average,Above_Average,1940,1950,Typical,Typical,Y,2,828,Good,TwoFmCon,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,CBlock,2,70,60
1293,78000,899,481,6756,2,1,0,1,Average,Above_Average,1910,1950,Typical,Typical,N,1,200,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,100,60
1294,95000,1080,684,5914,3,1,0,1,Average,Excellent,1890,1996,Typical,Good,Y,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1,120,14
1295,115000,789,789,6000,2,1,0,1,Average,Average,1948,1950,Typical,Typical,Y,1,250,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,62,60
1296,147000,1122,924,12000,2,1,0,1,Average,Good,1948,2005,Typical,Good,Y,2,528,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,62,5
1297,140000,1499,904,9000,3,1,0,1,Average,Above_Average,1946,1950,Typical,Typical,Y,3,869,Poor,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1,64,60
1298,46500,407,407,7311,1,1,0,1,Poor,Average,1946,1950,Typical,Typical,N,1,297,No_Fireplace,OneFam,One_Story,Old_Town,Poor,Residential_Medium_Density,BrkTil,1,64,60
1299,112500,928,928,6000,3,1,0,1,Average,Above_Average,1957,1957,Typical,Typical,Y,1,288,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,53,53
1300,107900,901,901,6000,2,1,0,1,Below_Average,Good,1954,2000,Typical,Typical,Y,1,281,No_Fireplace,OneFam,One_Story,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1,56,10
1301,65000,1588,448,12205,5,2,0,1,Fair,Very_Poor,1949,1992,Typical,Typical,Y,0,0,No_Fireplace,OneFam,One_Story,Old_Town,Fair,Residential_Medium_Density,BrkTil,2,61,18
1302,295000,3493,1470,18386,3,3,0,1,Good,Excellent,1880,2002,Typical,Good,Y,3,870,Excellent,OneFam,Two_and_Half_Fin,Old_Town,Good,Residential_Medium_Density,BrkTil,3,130,8
1303,139500,1627,797,9142,4,2,0,2,Average,Average,1900,2006,Typical,Typical,N,2,420,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,110,4
1304,153900,1416,876,12665,4,1,1,1,Average,Very_Good,1915,1950,Typical,Typical,Y,3,720,Good,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,1.5,95,60
1305,132000,1450,624,5350,3,1,0,1,Good,Very_Good,1920,1965,Typical,Typical,Y,1,288,No_Fireplace,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,BrkTil,1,90,45
1306,98000,1344,624,4571,4,1,0,1,Average,Average,1916,1950,Typical,Typical,N,3,513,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1,94,60
1307,114000,1017,346,9143,2,1,0,1,Average,Good,1900,2003,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,CBlock,1,110,7
1308,130000,2350,973,9600,4,2,0,2,Average,Average,1920,1960,Typical,Typical,Y,2,393,No_Fireplace,TwoFmCon,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,90,50
1309,129500,2058,735,9600,3,1,1,1,Above_Average,Average,1917,1950,Typical,Typical,N,2,396,Good,OneFam,Two_and_Half_Unf,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1.5,93,60
1310,129400,1540,572,6000,3,1,1,1,Average,Excellent,1905,2005,Good,Good,Y,0,0,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,1.5,105,5
1311,161000,1378,689,9600,3,2,0,1,Good,Excellent,1928,2005,Typical,Good,Y,2,360,Good,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,BrkTil,2,82,5
1312,163000,1912,482,10800,3,2,0,2,Above_Average,Good,1905,2000,Typical,Typical,N,2,672,Typical,TwoFmCon,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,2,105,10
1313,128000,1484,742,6300,3,2,0,1,Above_Average,Above_Average,1914,2001,Typical,Typical,Y,0,0,Good,OneFam,Two_and_Half_Unf,Old_Town,Above_Average,Residential_Medium_Density,CBlock,2,96,9
1314,122000,2358,684,5250,4,2,0,1,Very_Good,Average,1872,1987,Typical,Typical,N,0,0,No_Fireplace,OneFam,Two_Story,Old_Town,Very_Good,Residential_Medium_Density,BrkTil,2,138,23
1315,116900,1111,572,5700,2,1,0,1,Good,Good,1926,1950,Typical,Typical,Y,1,288,Good,OneFam,One_and_Half_Fin,Old_Town,Good,Residential_Medium_Density,PConc,1,84,60
1316,325000,2775,1237,13500,3,3,1,1,Very_Excellent,Excellent,1893,2000,Excellent,Good,Y,2,880,Good,OneFam,Two_and_Half_Unf,Old_Town,Very_Excellent,Residential_Medium_Density,BrkTil,3.5,117,10
1317,55000,1086,723,11340,2,1,0,1,Poor,Very_Poor,1920,1950,Fair,Typical,N,2,400,No_Fireplace,OneFam,Two_Story,Old_Town,Poor,Residential_Medium_Density,BrkTil,1,90,60
1318,184000,2495,1313,10800,5,2,0,1,Good,Good,1890,1999,Typical,Typical,Y,2,342,Good,OneFam,Two_Story,Old_Town,Good,Residential_Medium_Density,BrkTil,2,120,11
1319,110000,984,984,9750,2,1,0,1,Average,Above_Average,1959,1959,Typical,Fair,Y,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,51,51
1320,131500,1795,1050,12150,4,2,0,1,Average,Average,1954,1954,Typical,Typical,N,1,352,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Average,Residential_Medium_Density,BrkTil,2,56,56
1321,97000,882,0,12702,2,1,0,1,Average,Average,1956,1956,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,PConc,1,54,54
1322,115500,1093,869,8516,2,1,0,1,Below_Average,Above_Average,1958,2006,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,Old_Town,Below_Average,Residential_Medium_Density,CBlock,1,52,4
1323,138000,1143,1008,7111,2,1,0,1,Average,Good,1928,1983,Good,Typical,Y,1,288,Poor,OneFam,One_Story,Brookside,Average,Residential_Low_Density,BrkTil,1,82,27
1324,108000,1668,672,7425,3,1,1,1,Good,Good,1945,1950,Typical,Good,Y,1,252,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Good,Residential_Medium_Density,CBlock,1.5,65,60
1325,79500,935,742,9100,2,1,0,1,Average,Above_Average,1930,1960,Typical,Typical,Y,1,308,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,BrkTil,1,80,50
1326,153000,1738,1024,7010,3,2,0,1,Average,Average,1935,1950,Typical,Typical,Y,1,240,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Low_Density,BrkTil,2,75,60
1327,109500,784,784,6130,2,1,0,1,Average,Above_Average,1924,1950,Typical,Good,Y,0,0,No_Fireplace,OneFam,One_and_Half_Unf,Brookside,Average,Residential_Medium_Density,BrkTil,1,86,60
1328,124000,1210,672,5000,3,1,0,1,Average,Good,1941,2006,Typical,Good,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,CBlock,1,69,4
1329,106900,1290,554,5870,3,1,1,1,Above_Average,Excellent,1900,2000,Typical,Typical,Y,1,200,No_Fireplace,OneFam,Two_Story,Brookside,Above_Average,Residential_Medium_Density,BrkTil,1.5,110,10
1330,164900,1672,981,6000,3,1,1,1,Above_Average,Good,1940,1989,Typical,Good,Y,1,240,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,CBlock,1.5,70,21
1331,119000,949,949,6000,2,1,0,1,Average,Good,1924,2003,Typical,Typical,Y,2,370,Fair,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,BrkTil,1,86,7
1332,120000,1158,862,6000,3,1,0,1,Above_Average,Good,1929,1950,Typical,Typical,Y,1,208,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,BrkTil,1,81,60
1333,157000,1497,825,6000,3,2,0,1,Above_Average,Good,1937,2000,Typical,Typical,Y,1,672,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,BrkTil,2,73,10
1334,105000,1342,739,6000,2,2,0,2,Above_Average,Average,1939,1950,Typical,Typical,Y,1,240,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Medium_Density,CBlock,2,71,60
1335,113000,1013,992,5000,3,1,0,1,Above_Average,Good,1926,1950,Typical,Typical,Y,1,160,No_Fireplace,OneFam,One_and_Half_Unf,Brookside,Above_Average,Residential_Medium_Density,BrkTil,1,84,60
1336,115000,1216,565,5520,3,1,0,1,Average,Good,1920,1997,Typical,Typical,Y,1,355,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,BrkTil,1,90,13
1337,79000,896,0,5940,2,1,0,1,Below_Average,Good,1946,1950,Typical,Typical,Y,1,280,No_Fireplace,OneFam,One_Story,Brookside,Below_Average,Residential_Medium_Density,PConc,1,64,60
1338,123000,1136,704,6240,2,1,0,1,Below_Average,Good,1929,1950,Typical,Typical,Y,1,336,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Below_Average,Residential_Medium_Density,PConc,1,81,60
1339,81300,808,0,6120,1,1,0,1,Average,Above_Average,1945,1995,Typical,Typical,N,1,164,No_Fireplace,OneFam,One_Story,Brookside,Average,Residential_Medium_Density,CBlock,1,65,15
1340,162900,1573,1078,6240,3,2,0,1,Average,Good,1930,1992,Typical,Typical,Y,2,360,Good,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,PConc,2,80,18
1341,150000,2009,989,6240,4,2,0,1,Good,Average,1939,1950,Typical,Typical,Y,2,400,Good,OneFam,One_and_Half_Fin,Brookside,Good,Residential_Medium_Density,BrkTil,2,71,60
1342,123500,1902,1100,6120,4,2,0,1,Average,Average,1923,1950,Typical,Typical,Y,2,576,No_Fireplace,OneFam,Two_Story,Old_Town,Average,Residential_Medium_Density,BrkTil,2,87,60
1343,129900,1774,952,6120,2,2,0,2,Good,Average,1931,1950,Typical,Typical,Y,2,468,Typical,OneFam,One_and_Half_Fin,Old_Town,Good,Residential_Medium_Density,BrkTil,2,79,60
1344,128000,1362,611,6155,3,2,0,1,Above_Average,Very_Good,1920,1999,Typical,Typical,Y,2,502,No_Fireplace,OneFam,Two_Story,Brookside,Above_Average,Residential_Medium_Density,BrkTil,2,90,11
1345,68500,520,520,6324,1,1,0,1,Below_Average,Above_Average,1927,1950,Typical,Fair,N,1,240,No_Fireplace,OneFam,One_Story,Brookside,Below_Average,Residential_Medium_Density,BrkTil,1,83,60
1346,127000,1285,672,8635,2,1,0,1,Average,Average,1948,2001,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Medium_Density,CBlock,1,62,9
1347,207000,1848,833,13053,4,1,1,1,Above_Average,Good,1923,2000,Typical,Good,Y,2,370,Good,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Low_Density,BrkTil,1.5,87,10
1348,184000,1820,1026,9120,4,2,0,1,Good,Above_Average,1925,1950,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Good,Residential_Low_Density,PConc,2,85,60
1349,162500,1716,810,9144,4,2,0,1,Above_Average,Below_Average,1915,2004,Typical,Good,Y,2,672,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Above_Average,Residential_Low_Density,BrkTil,2,95,6
1350,145000,1505,883,9144,3,1,0,1,Average,Average,1940,1982,Typical,Typical,Y,1,240,No_Fireplace,OneFam,One_and_Half_Fin,Brookside,Average,Residential_Low_Density,CBlock,1,70,28
1351,130000,838,816,10267,2,1,0,1,Above_Average,Good,1918,2000,Typical,Fair,Y,1,275,No_Fireplace,OneFam,One_Story,Brookside,Above_Average,Residential_Low_Density,BrkTil,1,92,10
1352,160000,1984,1242,8094,5,2,0,1,Above_Average,Very_Good,1910,1983,Typical,Typical,Y,1,360,No_Fireplace,TwoFmCon,Two_and_Half_Unf,Old_Town,Above_Average,Residential_Medium_Density,PConc,2,100,27
1353,161000,1666,588,5100,3,1,0,1,Very_Good,Good,1925,1996,Typical,Good,Y,1,228,Good,OneFam,Two_Story,Old_Town,Very_Good,Residential_Medium_Density,PConc,1,85,14
1354,127500,1609,796,4347,3,1,0,1,Above_Average,Very_Good,1910,1950,Good,Typical,Y,1,228,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,100,60
1355,93850,768,768,6291,1,1,0,1,Above_Average,Above_Average,1930,1950,Good,Typical,Y,2,440,No_Fireplace,OneFam,One_Story,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,BrkTil,1,80,60
1356,136000,1536,768,10266,4,1,1,1,Above_Average,Above_Average,1952,1952,Typical,Typical,Y,1,308,No_Fireplace,OneFam,Two_Story,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,1.5,58,58
1357,141000,1969,1272,6876,4,2,0,1,Above_Average,Above_Average,1938,1958,Typical,Typical,Y,2,400,Good,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,BrkTil,2,72,52
1358,120000,1308,880,10320,2,2,0,1,Average,Above_Average,1915,1978,Typical,Typical,Y,2,400,No_Fireplace,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Average,Residential_Medium_Density,BrkTil,2,95,32
1359,127500,1040,1040,7200,2,1,0,1,Above_Average,Good,1925,1992,Typical,Typical,Y,2,320,No_Fireplace,OneFam,One_Story,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,1,85,18
1360,127000,1236,768,7006,3,2,0,1,Above_Average,Above_Average,1925,1950,Typical,Typical,Y,1,384,Good,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,PConc,2,85,60
1361,89500,1406,319,7920,3,1,0,1,Above_Average,Good,1920,1950,Typical,Fair,Y,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,1,90,60
1362,125000,825,825,8235,2,1,0,1,Average,Good,1955,1995,Typical,Typical,Y,2,720,No_Fireplace,OneFam,One_Story,Old_Town,Average,Residential_Medium_Density,CBlock,1,55,15
1363,79900,1198,901,5586,4,1,0,1,Above_Average,Good,1920,1998,Typical,Typical,Y,0,0,No_Fireplace,OneFam,One_and_Half_Fin,Old_Town,Above_Average,Residential_Medium_Density,BrkTil,1,90,12
1364,85000,759,451,10320,1,1,0,1,Average,Very_Good,1912,1991,Typical,Typical,Y,2,576,No_Fireplace,OneFam,One_Story,Iowa_DOT_and_Rail_Road,Average,Residential_Medium_Density,BrkTil,1,98,19
1365,82375,1344,536,10320,3,2,0,2,Fair,Fair,1915,1950,Fair,Typical,N,0,0,No_Fireplace,TwoFmCon,Two_Story,Iowa_DOT_and_Rail_Road,Fair,Residential_Medium_Density,PConc,2,95,60
1366,135000,1469,756,10320,3,1,0,1,Above_Average,Good,1906,1995,Typical,Typical,Y,1,216,No_Fireplace,OneFam,One_and_Half_Fin,Iowa_DOT_and_Rail_Road,Above_Average,Residential_Medium_Density,CBlock,1,104,15
1367,124000,1054,1046,9488,3,1,0,1,Average,Above_Average,1947,1993,Good,Typical,N,1,240,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,63,17
1368,134000,1211,952,8250,3,1,0,1,Average,Average,1968,1968,Typical,Typical,Y,1,322,Typical,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,42,42
1369,135000,1271,720,21286,4,2,0,1,Average,Average,1948,1950,Typical,Typical,Y,1,312,Good,OneFam,One_and_Half_Fin,Sawyer,Average,Residential_Low_Density,CBlock,2,62,60
1370,134432,1588,0,17120,4,2,0,1,Below_Average,Below_Average,1959,1959,Typical,Typical,Y,2,680,Good,OneFam,One_and_Half_Fin,Clear_Creek,Below_Average,Residential_Low_Density,CBlock,2,51,51
1371,127500,1355,644,10106,4,2,0,2,Average,Good,1940,1999,Typical,Typical,Y,0,0,No_Fireplace,TwoFmCon,One_and_Half_Fin,Edwards,Average,Residential_Low_Density,BrkTil,2,70,11
1372,148000,1075,981,11235,3,1,0,1,Average,Above_Average,1963,1963,Typical,Good,Y,2,440,No_Fireplace,OneFam,SFoyer,Sawyer,Average,Residential_Low_Density,CBlock,1,47,47
1373,129500,1040,1040,11200,3,1,0,1,Average,Average,1965,1965,Typical,Typical,Y,1,384,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,45,45
1374,157500,1096,1008,13014,3,1,0,1,Above_Average,Average,1978,1978,Typical,Typical,Y,2,484,Fair,OneFam,SLvl,Sawyer,Above_Average,Residential_Low_Density,CBlock,1,32,32
1375,109900,904,876,7162,3,1,0,1,Average,Good,1966,1966,Typical,Typical,Y,1,408,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,PConc,1,44,44
1376,145000,992,992,10265,3,1,0,1,Average,Good,1967,2005,Typical,Good,Y,1,294,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,43,5
1377,130000,894,894,9764,3,1,0,1,Average,Good,1967,2003,Typical,Good,Y,2,450,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,43,7
1378,153000,1034,450,7703,3,1,0,1,Above_Average,Very_Good,1978,1978,Typical,Typical,Y,2,504,Poor,OneFam,SFoyer,Sawyer,Above_Average,Residential_Low_Density,CBlock,1,32,32
1379,120000,1073,1073,9981,3,1,0,1,Average,Average,1967,1967,Typical,Typical,Y,1,270,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,43,43
1380,152000,1126,1060,7400,2,1,0,1,Average,Average,1984,1984,Typical,Typical,Y,2,506,No_Fireplace,OneFam,SFoyer,Sawyer,Average,Residential_Low_Density,PConc,1,26,26
1381,108959,1258,1198,12900,0,0,2,2,Below_Average,Below_Average,1969,1969,Typical,Typical,Y,2,400,No_Fireplace,Duplex,SFoyer,Sawyer,Below_Average,Residential_Low_Density,CBlock,1,41,41
1382,95541,1140,1300,12900,3,1,0,1,Average,Below_Average,1920,1950,Typical,Typical,Y,2,400,No_Fireplace,TwoFmCon,One_Story,Sawyer,Average,Residential_Low_Density,PConc,1,90,60
1383,80000,1006,1006,9000,3,1,0,1,Average,Fair,1959,1959,Typical,Typical,Y,0,0,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1,51,51
1384,149350,1228,1228,8544,3,1,1,1,Average,Above_Average,1966,2006,Typical,Good,Y,1,271,No_Fireplace,OneFam,One_Story,Sawyer,Average,Residential_Low_Density,CBlock,1.5,44,4
